-0.397260273972603,-0.9113962048871924,0.6000000000000001,-0.956519565195652,-1.0,-0.20408163265306134,0
-0.09589041095890427,-0.9035248094972901,0.6000000000000001,-1.0,-1.0,-0.7551020408163266,0
-0.4246575342465755,-0.7237731082164056,0.06666666666666665,-1.0,-1.0,-0.20408163265306134,0
-0.013698630136986356,-0.6978633813721627,-0.19999999999999996,-1.0,-1.0,-0.20408163265306134,0
-0.6986301369863015,-0.5570231319867971,0.6000000000000001,-1.0,-1.0,-0.20408163265306134,0
-0.452054794520548,-0.630136781624808,0.7333333333333334,-1.0,-1.0,-0.20408163265306134,0
-0.12328767123287676,-0.7991035166596487,-0.4666666666666667,-1.0,-1.0,-0.6938775510204083,0
-0.04109589041095907,-0.7319283899974192,0.06666666666666665,-1.0,-1.0,-0.10204081632653073,1
-0.6164383561643837,-0.9545021121690821,0.7333333333333334,-0.7183171831718318,-1.0,0.0,1
-0.3150684931506851,-0.8001059480311323,0.6000000000000001,-0.8964389643896439,-1.0,-0.20408163265306134,1
-0.452054794520548,-0.6357302943453633,0.19999999999999996,-1.0,-1.0,0.6122448979591835,1
-0.6438356164383563,-0.8247619565069748,0.6000000000000001,-1.0,-1.0,-0.20408163265306134,1
-0.8356164383561645,-0.8506037679466456,0.6000000000000001,-1.0,-1.0,-0.40816326530612257,0
-0.5890410958904111,-0.7382078483041523,0.4666666666666668,-1.0,-1.0,0.0,0
-0.3698630136986303,-0.8512829219923662,0.33333333333333326,-1.0,-1.0,-0.20408163265306134,1
-0.5342465753424659,-0.6832398364597057,-0.6,-1.0,-1.0,-0.10204081632653073,0
-0.7808219178082193,-0.7765977098925578,0.06666666666666665,-1.0,-1.0,-0.30612244897959195,0
-0.5890410958904111,-0.7629222640279267,0.06666666666666665,-1.0,-1.0,-0.20408163265306134,0
-0.4246575342465755,-0.9774493690658914,-0.19999999999999996,-1.0,-1.0,0.0,0
-0.2876712328767126,-0.6198231482864942,0.7333333333333334,-1.0,-1.0,-0.10204081632653073,1
-0.3698630136986303,-0.75382159981527,1.0,-1.0,-1.0,0.204081632653061,1
0.013698630136986134,-0.606279458306733,0.06666666666666665,-1.0,-1.0,-0.6122448979591837,0
-0.5068493150684933,-0.9123076296165495,-0.4666666666666667,-1.0,-1.0,-0.20408163265306134,0
-0.2876712328767126,-0.8577145108053408,-0.19999999999999996,-1.0,-0.06244260789715339,-0.20408163265306134,0
0.15068493150684903,-0.8686108583148829,0.06666666666666665,-1.0,-1.0,-0.20408163265306134,0
0.06849315068493134,-0.7221363469662188,0.6000000000000001,-1.0,-1.0,-0.20408163265306134,1
